ck,gk,name,bdate,ms,gender,income,childrenhome,occ,hof,nco,addr1,addr2,phone,datefirstpuchase,datelastpurchase
12098,641,Grace Clark,1969-10-25,S,F,60000,1,Professional,1,2,5235 Darnett Circle,,135-555-0124,02/08/2018,13/06/2024
12099,648,Sydney Hall,1969-11-18,S,F,60000,1,Professional,0,2,4985 Claudia Dr.,,514-555-0134,13/10/2018,08/05/2024
12100,301,Jon Sun,1969-04-24,S,M,60000,1,Management,1,0,9211 Holiday Hills Drive,,183-555-0190,14/02/2019,20/03/2024
12101,345,Logan Patterson,1969-04-24,S,M,70000,1,Professional,1,2,9211 Holiday Hills Drive,,703-555-0171,15/09/2018,08/12/2023
12102,347,Devin Simmons,1969-06-04,M,M,70000,1,Professional,1,2,3716 D Mt. Hood Circle,,250-555-0138,10/05/2017,01/09/2023
12103,348,Chloe White,1969-10-12,M,F,70000,1,Professional,1,2,9312 Virginia Hills Drive,,432-555-0119,31/05/2017,22/09/2023
12104,352,Mariah Ross,1969-01-11,M,F,70000,1,Professional,1,2,1698 10th Avenue,,129-555-0115,01/05/2017,09/09/2023
12105,385,Abigail Foster,1969-05-16,S,F,70000,1,Professional,1,2,9849 Santa Fe Court,,156-555-0118,04/05/2017,05/09/2023
12106,59,Isaiah Baker,1970-06-08,M,M,40000,1,Skilled Manual,1,2,8868 Sudan Loop,,504-555-0174,15/12/2018,14/04/2024
12107,69,Nathan Gonzales,1970-08-15,M,M,40000,1,Skilled Manual,1,2,5616 Bayside Way,,459-555-0188,01/09/2018,30/01/2024
12108,627,James Walker,1970-02-23,M,M,60000,1,Professional,1,2,9142 Altura Drive,,314-555-0135,21/05/2017,09/01/2024
12109,641,Morgan Foster,1970-03-20,S,F,60000,1,Professional,1,2,5537 Broadway,,118-555-0119,13/05/2017,14/01/2024
12110,302,Bianca Guo,1970-02-03,M,F,60000,1,Professional,1,1,2745 Mt. Dias Blvd.,,613-555-0188,17/05/2017,28/01/2024
12111,322,Jacqueline Gonzales,1970-08-04,M,F,60000,1,Professional,1,1,1899 Trail Way,,128-555-0122,11/01/2019,26/03/2024
12112,337,Arianna Henderson,1970-06-09,M,F,70000,2,Professional,1,1,5283 Dumbarton Drive,,218-555-0142,30/05/2017,19/09/2023
12113,51,Nathan Hughes,1971-08-23,M,M,70000,1,Professional,1,2,1771 Coastal Blvd.,,334-555-0173,23/08/2018,03/12/2023
12114,53,Charles Richardson,1971-11-07,M,M,70000,1,Professional,1,2,5466 Kaitlin Pl.,,385-555-0136,03/09/2018,30/12/2023
12115,543,Chloe Richardson,1971-02-08,S,F,70000,1,Professional,1,2,7563 Florencia,,890-555-0130,07/12/2018,23/12/2023
12116,547,Amanda Gray,1971-02-22,S,F,70000,1,Professional,1,2,4701 Mt. Dell Drive,,361-555-0183,23/05/2017,23/09/2023
12117,637,Cameron Yang,1971-08-03,M,M,60000,1,Professional,1,1,2672 Pansy Dr.,,743-555-0192,04/02/2019,20/06/2024
12118,298,Miguel Sanchez,1971-01-27,M,F,60000,1,Professional,1,1,5648 California St.,,384-555-0123,07/05/2017,29/01/2024
12119,299,Keith Raje,1971-06-01,M,M,60000,1,Professional,0,1,9216 Sandy Way,,143-555-0184,06/11/2018,08/05/2024
12120,618,Xavier Simmons,1972-07-11,M,M,60000,1,Professional,1,2,2837 Redhead Way,,710-555-0143,06/05/2017,30/01/2024
12121,545,Logan Wilson,1972-09-25,S,M,60000,1,Professional,1,2,6928 Toyon Dr.,,999-555-0111,24/05/2017,30/01/2024
12122,68,Destiny Coleman,1972-12-18,M,F,70000,2,Professional,1,2,8713 Live Oak Avenue,,446-555-0114,06/09/2018,13/12/2023
12123,275,Wesley Liang,1978-06-14,M,M,170000,3,Management,1,2,6048 Nightingale Drive,,1 (11) 500 555-0143,13/08/2017,23/05/2024
12124,192,Brandi Gill,1977-02-08,S,F,110000,4,Professional,1,3,"8, rue de l´Avenir",,1 (11) 500 555-0115,01/08/2016,09/04/2024
12125,149,Diana Ortega,1977-01-12,M,F,130000,4,Professional,1,2,Postfach 22 99 99,,1 (11) 500 555-0184,16/11/2017,20/05/2024
12126,247,Tammy Raman,1977-11-18,M,F,150000,4,Professional,1,1,5760 Las Palmas,,1 (11) 500 555-0196,10/10/2018,16/02/2024
12128,123,Kristy Munoz,1976-12-16,M,F,120000,4,Professional,1,4,Altendorfer Straße 903,,1 (11) 500 555-0146,02/11/2017,06/06/2024
12129,158,Wendy Alvarez,1976-09-21,M,F,120000,4,Professional,1,4,Wertheimer Straße 899,,1 (11) 500 555-0118,26/11/2017,27/06/2024
12130,151,Suzanne Zhou,1976-08-12,S,F,120000,4,Professional,1,4,Nonnendamm 6599,,1 (11) 500 555-0119,09/11/2017,17/05/2024
12131,186,Randall Dominguez,1975-10-17,M,M,90000,1,Professional,0,2,"244, rue des Rosiers",,1 (11) 500 555-0136,24/08/2016,12/04/2024
12132,224,Kaitlyn Henderson,1975-11-19,M,F,110000,4,Professional,1,4,"2222, rue Ste-Honoré",,1 (11) 500 555-0154,02/08/2016,19/04/2024
12133,242,Colleen Xie,1975-12-26,M,F,130000,4,Professional,1,3,8976 E Leland,,1 (11) 500 555-0175,14/08/2017,03/06/2024
12134,269,Hector Alonso,1975-09-23,M,M,170000,3,Professional,1,4,5276 Whitehall Drive,,1 (11) 500 555-0153,06/01/2019,11/04/2024
12135,316,Fernando Taylor,1977-04-11,M,M,90000,1,Professional,1,0,7386 Rolph Park Drive,,672-555-0169,10/11/2018,02/01/2024
12136,49,Blake Turner,1952-11-08,M,M,30000,0,Professional,0,2,7509 San Cristobal,,406-555-0125,26/10/2018,26/07/2024
12137,347,Jack Green,1952-11-04,M,M,90000,0,Management,1,1,1224 Shoenic,,433-555-0195,20/09/2018,12/11/2023
12138,536,Colin Jai,1953-11-26,M,M,70000,0,Management,1,2,3874 Claudia Court,,779-555-0111,28/02/2019,03/03/2024
12139,609,Franklin Yang,1953-03-15,M,M,70000,0,Management,1,2,4824 Discovery Bay,,390-555-0195,03/01/2019,22/06/2024
12140,71,Oscar Russell,1985-03-11,S,M,90000,4,Professional,0,3,2174 Pacheco St.,,616-555-0156,04/12/2018,01/05/2024
12141,536,Kaitlyn Lee,1985-09-20,S,F,90000,4,Professional,1,3,4179 Maureen Lane,,936-555-0110,08/05/2017,11/09/2023
12142,545,Gabriella Torres,1985-01-06,S,F,100000,1,Management,1,4,4790 Curletto Drive,,989-555-0133,30/05/2017,03/09/2023
12143,632,Logan Turner,1985-11-13,M,M,100000,1,Management,1,4,2803 Fawn Glen Circle,,178-555-0116,19/05/2017,20/09/2023
12144,632,Kelly Jenkins,1985-11-10,M,F,100000,1,Professional,1,4,4511 Gathering Court,,131-555-0124,23/09/2018,08/05/2024
12146,311,Xavier Thomas,1985-07-14,S,M,110000,2,Management,0,4,5139 The Trees Dr,,349-555-0116,31/12/2018,11/05/2024
12147,50,Taylor Patterson,1984-12-28,M,F,80000,3,Management,1,0,5029 Blue Ridge,,415-555-0170,25/12/2018,16/05/2024
12149,552,Bailey Scott,1984-06-24,M,F,100000,2,Professional,1,1,560 Highland Drive,,549-555-0199,02/11/2018,11/07/2024
12150,316,Logan Wang,1984-08-12,M,M,130000,2,Management,1,2,3328 North Wateroak Ct,#8,606-555-0158,15/02/2019,07/03/2024
12151,335,Steven Kelly,1984-05-12,M,M,130000,2,Management,1,3,8625 Olive Ave.,,582-555-0134,17/05/2017,07/09/2023
12152,335,Adrian Ramirez,1984-03-26,M,M,130000,2,Management,1,3,1461 Dantley Way,,728-555-0143,02/05/2017,08/09/2023
12153,348,Kaitlyn Bailey,1976-09-15,S,F,70000,2,Professional,1,1,4836 Stratton Circle,,848-555-0159,30/05/2017,05/09/2023
12154,71,Hailey Adams,1976-07-24,S,F,80000,2,Professional,1,0,4594 Rose Dr.,,906-555-0157,15/09/2018,24/01/2024
12155,648,Gabriella Lopez,1976-10-15,S,F,80000,2,Professional,1,0,6096 Fraga Court,,108-555-0196,24/05/2017,27/09/2023
12156,301,Bonnie Raji,1954-01-12,M,F,70000,0,Management,1,2,359 Pleasant Hill Rd,,409-555-0193,09/05/2017,05/09/2023
12157,336,William White,1954-09-22,M,M,120000,3,Management,1,1,5984 Mt. Whitney Dr.,,544-555-0147,11/11/2018,01/06/2024
12158,66,Kyle Phillips,1983-04-24,M,M,80000,3,Professional,1,2,6133 Elderwood Dr.,,406-555-0176,04/03/2019,14/06/2024
12159,71,Kaitlyn Scott,1983-11-14,M,F,80000,3,Professional,1,2,8378 B Avenue I,,801-555-0114,28/08/2018,18/07/2024
12160,536,Jaclyn Zhang,1983-11-24,S,F,90000,0,Professional,1,1,4364 Viera Avenue,,819-555-0110,21/05/2017,09/09/2023
12161,648,Alexandria Rogers,1983-03-08,M,F,100000,2,Professional,1,1,7279 Michael Ln.,,448-555-0119,10/09/2018,28/05/2024
12162,331,Luke Mitchell,1983-12-20,S,M,120000,3,Professional,1,3,7150 N. Broadway,,150-555-0113,14/05/2017,26/09/2023
12163,368,Aaron Wang,1983-09-05,S,M,150000,1,Management,0,2,228 Rock Creek Way,,648-555-0158,08/05/2017,05/09/2023
12164,372,Noah Butler,1983-04-13,M,M,150000,1,Management,1,3,476 Bay Drive,,426-555-0158,28/05/2017,02/09/2023
12165,51,Caleb Flores,1982-06-12,M,M,80000,4,Professional,1,2,1256 American Beauty Dr,,615-555-0157,03/08/2018,06/01/2024
12166,54,Jared Rogers,1982-03-14,M,M,80000,4,Professional,1,2,1261 Sierrawood Court,,903-555-0191,12/01/2019,14/05/2024
12167,637,Sebastian Stewart,1982-09-21,S,M,100000,2,Professional,1,3,3307 Mt. Trinity Ct.,,367-555-0118,01/05/2017,14/09/2023
12168,614,Hunter Jackson,1981-02-09,M,M,80000,4,Professional,1,3,824 Gregory Drive,,312-555-0147,30/08/2018,24/02/2024
12169,312,Abigail Howard,1981-11-16,S,F,120000,3,Professional,1,4,6490 El Camino,,197-555-0113,01/05/2017,19/09/2023
12170,325,Sara Reed,1981-01-07,M,F,130000,3,Management,0,2,7884 Power Ave.,,653-555-0182,26/05/2017,09/09/2023
12171,335,Alyssa Cooper,1981-02-03,S,F,130000,3,Management,0,3,9584 Logan Ct,,491-555-0143,04/05/2017,08/09/2023
12172,345,Eduardo Alexander,1981-03-05,S,M,130000,3,Management,0,3,2878 Bounty Way,,313-555-0148,23/05/2017,19/09/2023
12173,345,Dalton Edwards,1981-09-12,M,M,130000,3,Management,1,3,4588 Morgan Territory Road,,745-555-0145,15/05/2017,06/09/2023
12174,374,Charles Phillips,1981-05-07,M,M,170000,0,Management,0,4,2499 Wilke Drive,,184-555-0111,08/06/2017,23/09/2023
12176,548,Cody James,1975-11-16,S,M,60000,0,Professional,0,2,677 Riveria Way,,676-555-0184,06/08/2018,17/07/2024
12177,59,Kevin Campbell,1975-03-27,S,M,70000,3,Professional,1,0,1468 Napa St.,,929-555-0135,08/09/2018,19/01/2024
12178,547,Ethan Shan,1974-05-11,M,M,80000,0,Skilled Manual,1,2,9551 Jones Rd,,168-555-0113,27/06/2017,03/09/2023
12179,543,Alexis Jones,1955-10-10,S,F,50000,0,Management,1,2,5925 Rain Drop Circle,,982-555-0141,18/06/2017,09/01/2024
12180,536,Holly Mehta,1956-09-17,S,F,50000,0,Management,1,2,1565 W. Lake Dr.,,123-555-0127,12/06/2017,05/01/2024
12181,352,Katelyn Sanders,1956-08-21,M,F,130000,3,Management,1,3,2334 Brandywine Way,,417-555-0163,05/06/2017,13/09/2023
12182,49,Erin Torres,1980-12-07,M,F,70000,4,Professional,1,4,8700 Gloria Terrace,,402-555-0198,15/09/2018,24/04/2024
12183,66,Emily Robinson,1980-10-26,M,F,80000,4,Professional,1,3,2627 Sandview Dr.,,796-555-0138,23/08/2018,10/01/2024
12184,546,Isaiah Perez,1980-12-08,M,M,100000,2,Professional,1,4,7243 St. George Dr.,,164-555-0121,24/06/2017,19/09/2023
12185,648,Kaitlyn Patterson,1980-07-27,S,F,100000,3,Professional,1,2,3732 Camino Norte,,299-555-0110,30/09/2018,17/10/2023
12186,299,Bryant Srini,1980-05-12,S,M,100000,3,Professional,0,3,9854 Martindale Drive,,949-555-0125,27/06/2017,09/09/2023
12187,300,Ruben Subram,1980-07-22,M,M,100000,3,Professional,1,3,9058 East 23rd Street,,504-555-0163,27/06/2017,12/09/2023
12188,307,Ashley Thomas,1980-05-23,S,F,110000,3,Professional,1,4,5071 Almaden Dr.,,190-555-0190,27/06/2017,11/09/2023
12189,338,Sophia Wright,1980-02-19,M,F,130000,3,Management,1,3,832 Bellows Ct.,,612-555-0166,16/06/2017,18/09/2023
12190,361,Justin Gonzales,1980-12-17,S,M,170000,1,Management,0,2,9163 Hilltop Road,,801-555-0176,11/06/2017,05/09/2023
12191,383,Melissa Washington,1974-04-10,M,F,60000,0,Skilled Manual,1,2,4091 Silver Oaks Place,# 105,275-555-0122,18/10/2018,31/03/2024
12192,609,Jocelyn Hayes,1974-11-26,S,F,60000,0,Skilled Manual,0,2,9611 Hudson Ave,,936-555-0125,14/10/2018,24/06/2024
12193,56,Caleb Simmons,1974-02-04,S,M,70000,1,Professional,1,0,7450 Olivera Rd,,164-555-0159,30/09/2018,08/01/2024
12194,361,Destiny Foster,1973-07-17,S,F,70000,0,Management,1,2,4655 Shuey Ave,,698-555-0118,20/10/2018,10/11/2023
12195,343,Erin Morris,1973-11-24,S,F,70000,0,Management,1,2,5265 11th Ave.,,148-555-0168,24/11/2018,28/01/2024
12196,68,Alexis Miller,1973-09-07,S,F,70000,0,Management,1,2,6600 Court Street,,615-555-0111,12/10/2018,16/07/2024
12197,339,Adam Hernandez,1973-01-15,M,M,70000,0,Management,0,2,11 Sunrise Drive,,678-555-0162,05/08/2018,08/11/2023
12198,545,Noah Scott,1973-02-14,M,M,60000,0,Management,1,2,1305 Willbrook Court,,208-555-0130,17/06/2017,10/01/2024
12199,644,Christina Richardson,1972-05-08,S,F,40000,0,Professional,0,2,5279 East L Street,,474-555-0152,18/12/2018,16/05/2024
12200,310,Rafael Sharma,1957-07-23,M,M,70000,0,Management,1,2,1693 C Northwood Dr,,717-555-0111,22/06/2017,10/09/2023
12201,302,Mindy Yuan,1958-08-06,M,F,100000,3,Management,1,3,"66, avenue du Québec",,335-555-0116,13/12/2018,10/02/2024
12202,66,Xavier Ross,1958-05-25,M,M,100000,3,Management,1,3,8818 Gentrytown Dr.,,982-555-0113,09/08/2018,06/04/2024
12203,60,Zachary Hughes,1958-03-06,M,M,120000,4,Management,1,3,7600 Showtime Court,,136-555-0183,04/01/2019,08/07/2024
12204,536,Bradley Jai,1958-02-02,M,M,120000,4,Management,1,3,9847 Galloway Dr.,,598-555-0176,01/08/2018,24/12/2023
12205,301,Madison Long,1958-10-02,S,F,130000,3,Management,0,4,4643 Elkwood Dr.,,705-555-0113,28/04/2019,02/07/2024
12206,337,Sierra Parker,1959-04-12,M,F,90000,0,Management,1,2,9593 Power Ave.,,220-555-0129,30/06/2017,09/09/2023
12207,618,Samuel Hill,1960-06-20,S,M,80000,0,Management,1,2,1637 Kingston Pl.,,125-555-0172,27/06/2017,13/10/2023
12208,609,Dominique Sanchez,1960-02-19,M,F,130000,3,Management,1,4,3043 Gregory Dr.,,230-555-0175,18/06/2017,18/10/2023
12209,298,Mindy Jai,1960-06-26,M,F,130000,3,Management,1,4,7559 Worth Ct.,,520-555-0110,19/06/2017,23/10/2023
12210,247,Alan He,1998-09-25,M,M,10000,0,Manual,0,0,1374 Wightman Lane,,1 (11) 500 555-0116,16/09/2017,14/05/2024
12211,206,Victor Romero,1994-02-27,M,M,10000,0,Manual,1,0,"3355, rue de Longchamp",,1 (11) 500 555-0198,07/09/2016,16/01/2024
12212,209,Shawna Xie,1989-05-19,M,F,10000,0,Manual,1,0,"71, avenue Reille",,1 (11) 500 555-0134,27/09/2016,08/01/2024
12213,159,Alejandro Lal,1983-02-02,M,M,10000,0,Manual,1,0,Reiherweg 5,,1 (11) 500 555-0117,10/11/2017,03/10/2023
12214,243,Julie Raje,1982-09-20,M,F,20000,0,Manual,1,0,3886 Delta View Ln.,,1 (11) 500 555-0159,08/09/2017,19/06/2024
12215,254,Karla She,1982-12-14,M,F,20000,0,Clerical,1,0,2846 Veronica Ct.,,1 (11) 500 555-0122,11/09/2017,23/06/2024
12216,258,Gerald Rodriguez,1982-04-02,M,M,20000,0,Clerical,1,0,2608 Elm Rd.,,1 (11) 500 555-0120,26/09/2017,19/06/2024
12217,209,Kyle Roberts,1981-07-03,M,M,10000,0,Manual,1,0,"611bis, rue des Peupliers",,1 (11) 500 555-0169,23/09/2016,08/01/2024
12218,124,Mitchell Xu,1981-11-26,M,M,10000,0,Manual,1,0,Celler Weg 4030,,1 (11) 500 555-0136,26/11/2017,27/10/2023
12219,188,Kurt Nara,1981-04-14,M,M,10000,0,Manual,1,0,1584 S. Forest Hill,,1 (11) 500 555-0187,24/09/2016,28/01/2024
12220,217,Virginia Sara,1981-01-16,M,F,10000,0,Manual,1,0,"470, rue de Linois",,1 (11) 500 555-0186,09/09/2016,30/01/2024
12221,208,Brandi Ruiz,1981-01-09,M,F,20000,0,Clerical,1,0,"11, rue Saint Denis",,1 (11) 500 555-0113,02/09/2016,21/01/2024
12222,248,Jenny Xu,1981-03-20,M,F,20000,0,Clerical,1,0,3156 Crystal Avenue,,1 (11) 500 555-0158,14/09/2017,09/06/2024
12223,166,Felicia Vazquez,1981-02-19,M,F,20000,0,Clerical,1,0,Postfach 8 22 99,,1 (11) 500 555-0174,09/02/2019,09/02/2024
12225,173,Kathleen Ortega,1978-11-02,M,F,20000,0,Clerical,1,0,Celler Weg 504,,1 (11) 500 555-0178,20/11/2017,16/11/2023
12226,120,Faith Ward,1977-04-10,M,F,10000,0,Clerical,1,0,Am Gallberg 24,,1 (11) 500 555-0185,20/11/2017,03/11/2023
12227,241,Kelsey Raje,1977-08-11,M,F,10000,0,Manual,1,0,8031 Pinon Dr.,,1 (11) 500 555-0135,31/10/2018,31/10/2023
12228,125,Mayra Martinez,1977-08-26,M,F,20000,0,Clerical,1,0,Husemann Straße 9574,,1 (11) 500 555-0147,24/12/2017,22/11/2023
12229,149,Kari Gomez,1976-11-17,M,F,10000,0,Manual,1,0,Pappelallee 123,,1 (11) 500 555-0146,09/12/2017,24/11/2023
12230,132,Wesley Zheng,1976-02-12,M,M,10000,0,Manual,1,0,Krönerweg 49,,1 (11) 500 555-0126,22/12/2017,16/12/2023
12231,161,Isabelle Patterson,1975-03-19,S,F,10000,0,Manual,1,0,Wasserstr 6999,,1 (11) 500 555-0155,17/12/2017,24/12/2023
12232,160,Sean Hernandez,1975-04-14,S,M,10000,0,Manual,1,0,Holzstr 7555,,1 (11) 500 555-0119,05/12/2017,12/12/2023
12234,211,Clarence Zeng,1974-02-25,M,M,10000,0,Manual,1,1,"790, quai de Grenelle",,1 (11) 500 555-0126,28/10/2018,28/10/2023
12235,235,Donna Rai,1958-05-26,M,F,30000,0,Clerical,1,0,2957 Tri-state Avenue,,1 (11) 500 555-0127,24/09/2018,07/01/2024
12236,132,Kendra Gill,1961-06-06,M,F,20000,0,Manual,1,0,Potsdamer Straße 929,,1 (11) 500 555-0193,14/01/2019,14/01/2024
12237,133,Ruth Madan,1961-05-11,M,F,20000,0,Manual,1,0,Carlsplatz 1,,1 (11) 500 555-0121,19/12/2017,04/12/2023
12238,172,Monica Raman,1961-07-28,M,F,30000,0,Clerical,1,0,Hochstr 2777,,1 (11) 500 555-0113,10/01/2019,10/01/2024
12239,254,Alberto Ramos,1962-06-01,M,M,30000,0,Clerical,1,0,4776 Kentucky Drive,,1 (11) 500 555-0156,24/09/2017,19/06/2024
12240,8,Clayton Sharma,2000-12-04,S,M,10000,0,Manual,0,1,9429 Geraldine Dr,,1 (11) 500 555-0188,30/06/2017,05/12/2023
12241,19,Kristine Sandberg,1999-11-06,S,F,10000,0,Manual,0,1,6141 Race Road,,1 (11) 500 555-0182,18/06/2017,22/12/2023
12242,29,Gilbert Liang,1999-02-04,S,M,10000,0,Manual,0,1,4882 Darlene Drive,,1 (11) 500 555-0195,18/06/2017,13/12/2023
12243,34,Kristy Rubio,2000-05-18,S,F,10000,0,Manual,0,1,1527 St. John Lane,,1 (11) 500 555-0180,26/06/2017,21/12/2023
12244,14,Amy Huang,2000-11-22,M,F,20000,0,Clerical,1,0,7806 Reliez Valley Ct.,,1 (11) 500 555-0197,20/08/2018,18/11/2023
12245,14,Francisco Gonzalez,1998-11-26,S,M,10000,0,Manual,1,1,626 Redlands Way,,1 (11) 500 555-0118,14/06/2017,15/12/2023
12246,36,Shawn Luo,1999-10-12,M,M,10000,1,Manual,1,0,6365 Sun View Way,,1 (11) 500 555-0178,08/06/2017,18/12/2023
12247,3,Brandy Raman,1999-10-18,S,F,20000,0,Clerical,1,0,30 Rolling Green Circle,,1 (11) 500 555-0142,05/08/2018,04/11/2023
12248,34,Devin Taylor,1998-03-14,S,M,10000,1,Manual,0,0,658 Coastal Blvd,,1 (11) 500 555-0158,12/06/2017,11/01/2024
12249,8,Jessie Cai,1998-09-16,M,M,20000,0,Clerical,1,0,2429 Brown Street,,1 (11) 500 555-0192,30/09/2018,23/04/2024
12250,20,Andrea Collins,1997-04-08,S,F,10000,1,Manual,0,0,8946 Turning View,,1 (11) 500 555-0151,09/06/2017,11/01/2024
12251,22,Troy Suri,1997-04-09,M,M,20000,0,Manual,1,0,5948 Seeno St.,,1 (11) 500 555-0152,07/06/2017,20/01/2024
12252,21,Omar Liu,1997-10-01,M,M,20000,0,Manual,0,0,3199 Frayne Ct.,,1 (11) 500 555-0183,27/06/2017,26/01/2024
12253,12,Jenny Sun,1997-02-14,S,F,20000,0,Manual,1,0,6366 Dayton Court,,1 (11) 500 555-0134,20/06/2017,17/01/2024
12254,222,Calvin Deng,1963-02-26,S,M,20000,0,Manual,1,0,"100, rue des Rosiers",,1 (11) 500 555-0134,16/09/2016,30/01/2024
12255,180,Robyn Alvarez,1981-08-06,S,F,20000,1,Manual,0,0,"3, place de la République",,1 (11) 500 555-0157,21/09/2016,21/01/2024
12256,212,Wendy Ramos,1981-10-23,M,F,20000,1,Manual,1,0,"11, avenue du Président-Kennedy",,1 (11) 500 555-0125,30/09/2016,17/02/2024
12258,144,Jamie Li,1981-09-27,M,F,30000,0,Clerical,1,0,Heideweg 1459,,1 (11) 500 555-0188,03/04/2019,03/04/2024
12259,230,Cindy Madan,1981-04-16,M,F,30000,0,Clerical,1,0,1707 Ravenwood Dr.,,1 (11) 500 555-0198,04/09/2018,21/12/2023
12260,236,Melinda Romero,1981-05-05,M,F,30000,0,Clerical,1,0,232 Pinnacle Drive,,1 (11) 500 555-0174,17/08/2018,30/01/2024
12261,186,Kaitlin Sanchez,1980-10-26,M,F,10000,1,Manual,1,1,"8, rue de l´Esplanade",,1 (11) 500 555-0188,23/10/2016,22/02/2024
12262,234,Morgan Sanchez,1980-05-22,M,F,20000,1,Manual,1,0,6467 Buena Vista,,1 (11) 500 555-0166,11/09/2018,02/10/2023
12263,259,Emmanuel Garcia,1980-03-15,S,M,20000,1,Manual,0,0,6820 Montego,,1 (11) 500 555-0115,29/09/2017,29/06/2024
12264,260,Bruce Ashe,1980-02-21,S,M,20000,1,Manual,0,0,2720 Blue Ridge,,1 (11) 500 555-0191,12/10/2017,26/11/2023
12265,219,Alan Guo,1979-07-03,S,M,10000,1,Manual,0,1,"7, rue des Ecoles",,1 (11) 500 555-0126,27/10/2016,07/02/2024
12266,160,Tiffany Lin,1979-03-17,M,F,20000,0,Manual,1,1,Marketplatz 775,,1 (11) 500 555-0132,18/12/2017,12/12/2023
12267,211,Clifford Garcia,1978-05-10,S,M,20000,0,Manual,1,1,"219, rue Descartes",,1 (11) 500 555-0164,02/10/2016,17/02/2024
12268,138,Edwin Shan,1978-05-02,M,M,30000,0,Clerical,1,0,Karl Liebknecht str 39,,1 (11) 500 555-0177,18/10/2018,18/10/2023
12269,185,Warren Zheng,1980-06-13,M,M,30000,0,Clerical,1,0,"80, avenue de Malakoff",,1 (11) 500 555-0156,29/12/2018,29/12/2023
12270,153,Ebony Ramos,1980-09-09,S,F,30000,0,Clerical,1,0,Rotthäuser Weg 11,,1 (11) 500 555-0118,25/12/2017,11/01/2024
12271,251,Tyrone Hernandez,1979-09-16,M,M,30000,0,Clerical,1,0,4839 Belle Dr,,1 (11) 500 555-0181,13/10/2017,19/11/2023
12272,243,Justin Alexander,1979-12-10,M,M,40000,0,Clerical,1,0,3101 Greendell Rd,,1 (11) 500 555-0121,04/10/2017,10/10/2023
12273,121,Nelson Carlson,1978-10-14,M,M,30000,0,Clerical,1,0,Welt Platz 876,,1 (11) 500 555-0133,02/02/2019,02/02/2024
12274,203,Javier Torres,1990-09-26,S,M,10000,2,Manual,1,0,"82, cours Mirabeau",,1 (11) 500 555-0119,09/04/2019,09/04/2024
12275,125,Adriana Madan,1990-06-11,S,F,20000,0,Manual,1,1,Herzogstr 3998,,1 (11) 500 555-0126,16/01/2018,31/01/2024
12276,123,Alisha Shan,1990-07-13,M,F,30000,0,Clerical,1,0,Buergermeister-ulrich-str 100,,1 (11) 500 555-0190,02/01/2018,17/01/2024
12277,237,Beth Ortega,1989-04-22,S,F,10000,2,Manual,1,0,4698 Royal Oak Rd.,,1 (11) 500 555-0194,16/10/2017,26/11/2023
12278,130,Meredith Johnsen,1989-01-06,S,F,10000,2,Manual,1,0,Hochstr 8111,,1 (11) 500 555-0115,24/12/2018,24/12/2023
12279,203,Mathew Suarez,1990-06-21,M,M,30000,0,Clerical,1,0,"119, quai Paul Doumer",,1 (11) 500 555-0117,13/11/2016,14/02/2024
12280,179,Theresa Alvarez,1990-06-08,M,F,30000,0,Clerical,0,0,"33, allée des Princes",,1 (11) 500 555-0131,13/11/2016,14/02/2024
12281,263,Janelle Sanchez,1990-04-23,M,F,40000,0,Clerical,1,0,9809 Baltic Sea Ct,,1 (11) 500 555-0145,15/10/2017,05/10/2023
12282,276,Nicolas Tang,1990-01-07,S,M,40000,0,Clerical,1,0,4909 Vine Lane,,1 (11) 500 555-0130,26/10/2017,09/10/2023
12283,231,Todd Zeng,1989-08-10,S,M,20000,0,Manual,1,1,9215 Hamilton Ave.,,1 (11) 500 555-0195,01/10/2017,12/11/2023
12284,233,Cristina Beck,1989-10-02,M,F,30000,0,Clerical,0,0,3249 Riverside Drive,,1 (11) 500 555-0156,08/10/2017,22/11/2023
12285,221,Bethany Chande,1989-11-28,S,F,30000,0,Clerical,1,0,"4855, rue des Ecoles",,1 (11) 500 555-0130,30/11/2016,15/02/2024
12286,265,Nathan Jenkins,1989-09-06,S,M,40000,0,Skilled Manual,1,0,3093 Roland Drive,,1 (11) 500 555-0123,17/11/2017,20/10/2023
12287,241,Andre Arun,1972-01-01,S,M,10000,0,Manual,0,2,4398 Lakewood Court,,1 (11) 500 555-0114,30/11/2017,27/11/2023
12288,265,Sara Brooks,1988-03-24,M,F,10000,2,Manual,0,1,2681 Black Walnut Ct.,,1 (11) 500 555-0186,03/04/2019,12/07/2024
12289,269,Joseph Taylor,1988-03-23,S,M,10000,2,Manual,1,1,6093 Midway Ct.,,1 (11) 500 555-0138,21/11/2017,23/11/2023
12290,187,Kaylee Morris,1988-04-25,S,F,10000,2,Manual,1,1,"9, quai de l´ Iton",,1 (11) 500 555-0143,06/11/2016,05/02/2024
12291,115,Johnathan Suri,1964-04-19,S,M,90000,0,Professional,0,2,Heidestieg Straße 8664,,1 (11) 500 555-0113,24/01/2018,23/05/2024
12292,229,Nicolas Kumar,1964-03-24,M,M,130000,4,Management,1,3,5703 Rose Dr,,1 (11) 500 555-0177,21/11/2017,10/05/2024
