ck,gk,name,bdate,ms,gender,income,childrenhome,occ,hof,nco,addr1,addr2,phone,datefirstpuchase,datelastpurchase
18870,536,Ana Barnes,03/08/1972,M,F,40000,0,Professional,0,2,7600 Tulip Drive,,228-555-0115,24/07/2019,24/07/2024
18891,298,Megan James,10/09/1997,M,F,40000,0,Skilled Manual,1,2,4912 La Vuelta,,677-555-0130,03/07/2019,03/07/2024
18920,355,Jonathan Young,19/05/1993,S,M,60000,0,Skilled Manual,0,2,2372 Cardinet Dr.,,192-555-0178,21/07/2019,21/07/2024
18939,385,Hunter McDonald,27/03/1977,S,M,70000,0,Skilled Manual,1,2,3224 Pome Court,,666-555-0142,25/07/2019,25/07/2024
18952,545,Chloe Hernandez,23/10/1985,M,F,100000,1,Management,1,4,2335 Elkwood Drive,,526-555-0167,16/07/2019,16/07/2024
18965,315,Richard Turner,16/10/1981,M,M,40000,3,Skilled Manual,1,3,3739 Donald Dr,,702-555-0179,22/07/2019,22/07/2024
18969,626,Anna Cox,12/07/1962,M,F,60000,0,Management,1,2,5 Edwards Ave.,,491-555-0113,16/07/2019,16/07/2024
19009,299,Arianna Watson,24/10/1970,M,F,60000,1,Professional,1,1,678 Acardia Pl,,180-555-0112,15/07/2019,15/07/2024
19043,161,Jessica Jones,10/06/1965,M,F,100000,3,Management,0,4,Wolfgangstraße 62,,1 (11) 500 555-0131,23/07/2019,23/07/2024
19059,252,George Rodriguez,25/02/1973,M,M,130000,5,Professional,1,2,526 Oak Street,,1 (11) 500 555-0123,17/07/2019,17/07/2024
19063,224,Gabrielle Kelly,23/11/1972,M,F,80000,1,Professional,1,2,"477, rue des Ecoles",,1 (11) 500 555-0194,21/07/2019,21/07/2024
19072,237,Tamara Lu,03/02/1969,M,F,150000,5,Management,1,4,8052 Weston Court,,1 (11) 500 555-0138,31/07/2019,31/07/2024
19226,299,Neil Carlson,22/10/1978,M,M,40000,0,Clerical,1,1,4496 Stroer Lane,,296-555-0176,26/07/2019,26/07/2024
19268,23,Alyssa Ward,11/11/1998,M,F,10000,0,Manual,0,1,5312 Riverwood Circle,,1 (11) 500 555-0196,18/07/2019,18/07/2024
19303,208,Sylvia Spencer,11/10/1971,M,M,10000,0,Manual,0,2,"52, rue Malar",,173-555-0100,14/07/2019,14/07/2024
19304,162,Sara Nelson,10/07/1973,S,F,10000,1,Manual,1,2,3524 Ruth Drive,,1 (11) 500 555-0175,17/07/2019,17/07/2024
19347,252,Alvin Zhao,04/09/1985,M,M,40000,0,Skilled Manual,1,0,1312 Garland Dr.,,1 (11) 500 555-0175,14/07/2019,14/07/2024
19377,121,Dominic Chandra,26/02/1996,S,M,30000,0,Clerical,0,1,Krönerweg 92,,1 (11) 500 555-0119,23/07/2019,23/07/2024
19469,196,Valerie Cai,14/02/1983,S,F,10000,2,Manual,1,2,"20, boulevard d´Albi",,1 (11) 500 555-0167,11/07/2019,11/07/2024
19486,241,Melanie Price,28/03/1985,M,F,40000,0,Skilled Manual,1,0,4855 Lavetta Way,,1 (11) 500 555-0196,19/07/2019,19/07/2024
19491,188,Stanley Prasad,14/06/1984,S,M,30000,2,Clerical,1,2,"2, route de Marseille",,1 (11) 500 555-0198,22/07/2019,22/07/2024
19651,12,Jarrod Perez,14/11/1959,M,M,40000,0,Management,1,2,8937 Two Bay Road,,1 (11) 500 555-0113,08/07/2019,08/07/2024
19711,545,Devin Cooper,25/11/1980,S,M,100000,2,Professional,0,4,4831 Via Del Sol,,976-555-0180,12/07/2019,12/07/2024
19752,12,Ebony Madan,26/09/1968,M,F,20000,0,Skilled Manual,1,2,7773 Hillcrest,,1 (11) 500 555-0189,24/07/2019,24/07/2024
19863,612,Paige Powell,13/09/1968,M,F,60000,1,Professional,1,1,3399 Climbing Dr,,868-555-0111,10/07/2019,10/07/2024
19872,49,Faith Foster,26/03/1970,M,F,40000,1,Skilled Manual,0,2,2076 Westover Dr,,201-555-0197,20/07/2019,20/07/2024
19885,609,Isaac Turner,22/09/1971,S,M,60000,1,Professional,1,2,6169 Delacy Ave.,,827-555-0120,01/07/2019,01/07/2024
19893,627,Evan Baker,22/02/1972,S,M,60000,1,Professional,1,2,9896 Ida Ave,,665-555-0181,31/07/2019,31/07/2024
19895,301,Ricky Jimenez,23/02/1972,M,M,60000,1,Professional,1,2,8211 Fremont Street,,291-555-0134,17/07/2019,17/07/2024
19915,149,Claudia McDonald,20/09/1964,M,F,100000,3,Management,1,4,Altendorfer Straße 99,,1 (11) 500 555-0123,20/07/2019,20/07/2024
19932,203,Javier Sanz,25/07/1972,S,M,80000,1,Professional,1,2,"22, rue Saint Denis",,1 (11) 500 555-0114,17/07/2019,17/07/2024
19937,133,Jimmy Gomez,20/12/1970,S,M,100000,4,Management,1,4,Postfach 20 99 99,,1 (11) 500 555-0143,07/07/2019,07/07/2024
19980,623,Alexandra Carter,03/08/1984,M,F,90000,5,Professional,1,3,"4212, rue Saint-Lazare",,894-555-0115,19/07/2019,19/07/2024
20126,368,Seth Carter,17/10/1991,M,M,60000,0,Skilled Manual,1,0,6630 Cook Pk.,,119-555-0147,12/07/2019,12/07/2024
20134,259,Franklin Zhao,09/01/1982,M,M,20000,0,Clerical,1,0,882 South St.,,1 (11) 500 555-0135,29/07/2019,29/07/2024
20136,277,Bonnie Kennedy,13/12/1981,M,F,10000,0,Manual,1,0,6158 May Way,,1 (11) 500 555-0198,07/07/2019,07/07/2024
20144,173,Roger Lin,23/06/1976,M,M,10000,0,Manual,1,0,Am Gallberg 35,,1 (11) 500 555-0131,01/07/2019,01/07/2024
20168,126,Jessie Serrano,03/08/1980,M,F,10000,1,Manual,1,1,Am Grossen Dern 4983,,1 (11) 500 555-0165,03/07/2019,03/07/2024
20169,175,Garrett Gray,25/09/1980,S,M,20000,1,Manual,0,0,Höhenstr 6466,,1 (11) 500 555-0122,28/07/2019,28/07/2024
20201,335,Chloe Harris,18/08/1979,M,F,70000,5,Professional,1,3,9301 Eureka Lane,,965-555-0114,31/07/2019,31/07/2024
20257,40,Roy Carlson,25/07/1984,S,M,70000,0,Professional,0,1,5377 Sahara Dr.,,1 (11) 500 555-0162,27/07/2019,27/07/2024
20275,542,Angela Kelly,06/01/2000,M,F,30000,0,Skilled Manual,0,2,463 Creekside Drive,,176-555-0150,16/07/2019,16/07/2024
20276,637,Haley Sanchez,26/09/2000,S,F,30000,0,Skilled Manual,1,2,517 South St.,,688-555-0130,08/07/2019,08/07/2024
20298,301,Edgar Arun,06/04/1987,S,M,150000,0,Management,0,0,1077 Willow Court,,102-555-0196,29/07/2019,29/07/2024
20309,7,Cristina Sharma,11/11/1964,M,F,10000,0,Skilled Manual,1,4,7709 Atchinson Stage Ct.,,1 (11) 500 555-0166,07/07/2019,07/07/2024
20330,65,Nathan Thomas,05/06/1982,M,M,80000,4,Professional,1,2,6439 Arlington Way,,122-555-0199,03/07/2019,03/07/2024
20365,609,Isaac Scott,27/07/1980,M,M,90000,3,Professional,1,2,5832 Horseshoe Circle,,523-555-0152,29/07/2019,29/07/2024
20393,326,Kaitlyn White,13/03/1960,S,F,80000,0,Management,1,2,6778 Edie Ct.,,493-555-0195,08/07/2019,08/07/2024
20404,29,Jorge Yang,10/08/1968,S,M,10000,1,Clerical,1,2,2198 Clayton Road,,1 (11) 500 555-0166,14/07/2019,14/07/2024
20428,4,Brent Ma,04/07/1973,M,M,40000,0,Skilled Manual,0,2,4647 Maywood Lane,,1 (11) 500 555-0128,20/07/2019,20/07/2024
20455,37,Bruce Blanco,05/12/1978,M,M,110000,1,Management,1,4,5430 Moretti Dr.,,1 (11) 500 555-0147,22/07/2019,22/07/2024
20466,352,Benjamin Jai,04/02/1977,M,M,90000,0,Professional,1,1,2894 Foothill Way,,674-555-0185,23/07/2019,23/07/2024
20473,536,Mason Rivera,03/04/1985,M,M,90000,5,Professional,1,3,1848 Wharf Dr.,,949-555-0164,29/07/2019,29/07/2024
20490,339,Kaylee Roberts,02/04/1963,M,F,60000,0,Management,1,2,521 Hermosa,,991-555-0135,02/07/2019,02/07/2024
20491,616,Dakota Perry,11/01/1963,M,M,70000,0,Management,1,2,6751 Del Rio Ln.,,126-555-0158,08/07/2019,08/07/2024
20499,50,Christian Robinson,24/12/1964,S,M,40000,0,Professional,1,2,4261 Roseann Drive,,595-555-0183,14/07/2019,14/07/2024
20508,66,Logan Robinson,07/10/1965,S,M,70000,0,Management,1,2,417 Mt. Alpine Pl.,,670-555-0121,03/07/2019,03/07/2024
20510,543,Caitlin Cox,08/11/1966,M,F,60000,0,Management,0,2,4696 Silver Oaks Place,,448-555-0153,14/07/2019,14/07/2024
20551,245,Daisy Blanco,08/05/1977,M,F,150000,3,Professional,1,4,5018 Rio Blanco Dr.,,1 (11) 500 555-0113,28/07/2019,28/07/2024
20601,7,Carrie Munoz,08/04/1996,M,F,70000,0,Professional,1,3,5558 Kaitlin Pl.,,1 (11) 500 555-0120,31/07/2019,31/07/2024
20688,616,Steven Ramirez,11/09/1985,M,M,50000,3,Skilled Manual,1,1,5046 Queens Road,,677-555-0129,20/07/2019,20/07/2024
20737,359,Victoria Griffin,03/07/1949,M,F,20000,0,Clerical,0,2,764 Nahua,,360-555-0122,24/07/2019,24/07/2024
20757,553,Alexia Powell,17/06/1976,M,F,30000,0,Skilled Manual,0,2,2120 Mark Twain Dr,,402-555-0181,04/07/2019,04/07/2024
20772,385,Samantha Garcia,08/04/1978,S,F,80000,0,Skilled Manual,1,0,3155 Meadowbrook Court,,172-555-0168,20/07/2019,20/07/2024
20775,611,Bruce Alonso,24/06/1979,M,M,40000,0,Clerical,1,1,4867 Rosebuck Way,,993-555-0149,15/07/2019,15/07/2024
20777,536,Carly Sharma,08/10/1979,M,F,60000,0,Skilled Manual,1,0,3503 Springwood Way,,197-555-0167,12/07/2019,12/07/2024
20784,301,Eduardo Walker,21/02/1979,M,M,60000,0,Skilled Manual,1,0,6379 Yellowood Place,,603-555-0129,26/07/2019,26/07/2024
20788,302,Sara Gonzalez,16/07/1993,S,F,40000,0,Skilled Manual,1,0,4413 Harvard Drive,,839-555-0173,16/07/2019,16/07/2024
20799,119,Peter Raje,24/08/1978,M,M,20000,0,Clerical,1,0,Alderweg 4849,,1 (11) 500 555-0175,06/07/2019,06/07/2024
20813,17,Michael Rothkugel,12/04/1999,M,M,10000,0,Manual,1,1,3552 Mildred Ln.,,358-555-0100,16/07/2019,16/07/2024
20899,189,Angela Cook,06/11/1985,S,F,10000,3,Manual,1,2,"12, avenue des Laurentides",,1 (11) 500 555-0122,22/07/2019,22/07/2024
20902,271,Shane Subram,06/12/1985,M,M,30000,1,Skilled Manual,1,2,5682 Leslie Avenue,,1 (11) 500 555-0131,18/07/2019,18/07/2024
20904,231,Ebony Gomez,18/09/1985,M,F,30000,1,Skilled Manual,1,2,9090 Cristobal,,1 (11) 500 555-0194,03/07/2019,03/07/2024
20919,187,Gretchen Rivas,23/03/1984,S,F,30000,2,Clerical,1,2,"103, rue de Fontfroide",,1 (11) 500 555-0152,11/07/2019,11/07/2024
20920,187,Jaclyn Rai,24/06/1984,S,F,30000,2,Clerical,1,2,"599, rue Jean Mermoz",,1 (11) 500 555-0194,16/07/2019,16/07/2024
20938,260,Carolyn Rowe,23/08/1997,S,F,30000,0,Clerical,0,1,8074 Corte Valencia,,1 (11) 500 555-0145,11/07/2019,11/07/2024
20947,245,Marie Alvarez,08/06/1996,S,F,30000,0,Clerical,1,1,1504 Conifer Court,,1 (11) 500 555-0115,28/07/2019,28/07/2024
21066,274,Ebony Arun,10/04/1986,M,F,30000,1,Skilled Manual,1,2,1514 West M Street,,1 (11) 500 555-0141,20/07/2019,20/07/2024
21080,209,Ebony Lopez,19/07/1984,M,F,30000,1,Skilled Manual,1,2,"1, rue de la Centenaire",,1 (11) 500 555-0183,13/07/2019,13/07/2024
21083,260,Trisha Chen,20/12/1983,S,F,20000,3,Manual,1,2,9093 Gilardy Dr.,,1 (11) 500 555-0156,24/07/2019,24/07/2024
21085,174,Leslie Vazquez,16/11/1953,M,F,20000,0,Manual,1,1,Klara Straße 2464,,1 (11) 500 555-0184,12/07/2019,12/07/2024
21113,200,Laura Cai,10/07/1997,S,F,30000,0,Clerical,1,1,"8, rue des Vendangeurs",,1 (11) 500 555-0163,05/07/2019,05/07/2024
21163,298,William Williams,05/06/1978,M,M,70000,4,Professional,1,1,636 Marina Village Pkwy.,,140-555-0163,31/07/2019,31/07/2024
21185,16,Gilbert Jai,25/04/1988,M,M,80000,5,Professional,1,4,1509 Orangewood Ave.,,1 (11) 500 555-0158,03/07/2019,03/07/2024
21278,536,Julia King,20/04/1998,S,F,40000,0,Clerical,0,2,833 Sepueveda Court,,675-555-0156,02/07/2019,02/07/2024
21296,607,Luis Hall,24/11/1981,M,M,80000,4,Professional,0,3,3365 Wintergreen Court,,432-555-0152,19/07/2019,19/07/2024
21301,539,Sierra Gonzalez,09/09/1975,S,F,80000,0,Skilled Manual,0,2,1850 Lancelot Drive,,919-555-0163,22/07/2019,22/07/2024
21341,311,Louis Liu,16/09/1958,M,M,60000,0,Management,1,2,8024 Azores Court,,493-555-0141,10/07/2019,10/07/2024
21347,49,Alisha Raji,12/04/1959,S,F,60000,0,Management,1,2,912 Fremont St.,,771-555-0191,31/07/2019,31/07/2024
21362,39,Angel Evans,20/09/1967,M,M,30000,0,Clerical,0,2,1524 Reva Dr.,,1 (11) 500 555-0169,22/07/2019,22/07/2024
21364,54,Charles Gray,09/04/1997,S,M,40000,0,Clerical,0,2,5948 Seeno St.,,681-555-0140,29/07/2019,29/07/2024
21395,609,Alexia Hughes,20/11/1995,M,F,40000,0,Skilled Manual,1,2,2934 Pine Creek Way,,952-555-0171,08/07/2019,08/07/2024
21441,60,Edward Nelson,14/08/1962,M,M,50000,0,Management,1,2,1631 Via Cordona,,262-555-0173,16/07/2019,16/07/2024
21523,175,Timothy Green,25/08/1966,M,M,120000,5,Management,1,0,Altendorfer Straße 461,,1 (11) 500 555-0144,31/07/2019,31/07/2024
21524,265,Faith Wood,11/02/1973,S,F,80000,2,Professional,1,1,7591 Signal Court,,1 (11) 500 555-0189,31/07/2019,31/07/2024
21531,223,Kari Vance,10/02/1973,M,F,100000,4,Management,1,4,"33, place de la République",,1 (11) 500 555-0146,25/07/2019,25/07/2024
21617,539,Jennifer Miller,27/02/1986,S,F,60000,0,Professional,0,0,2028 Mendocino Drive,,414-555-0153,23/07/2019,23/07/2024
21675,202,Adriana Rana,10/02/1991,S,F,10000,0,Manual,0,2,"27, place Beaubernard",,1 (11) 500 555-0117,18/07/2019,18/07/2024
21696,614,Gabrielle Watson,14/05/1973,M,F,10000,1,Manual,0,2,7682 Fern Leaf Lane,,746-555-0185,01/07/2019,01/07/2024
21714,612,Carmen Patel,09/09/1978,S,F,80000,0,Skilled Manual,0,0,6490 Haviland Place,,505-555-0130,05/07/2019,05/07/2024
21717,374,Angel King,13/07/1979,M,M,40000,0,Clerical,1,1,2147 N. 66th Street,,344-555-0174,31/07/2019,31/07/2024
21734,337,Grace Garcia,02/08/1991,M,F,60000,0,Skilled Manual,1,0,4421 Alderwood Lane,,824-555-0118,09/07/2019,09/07/2024
21740,273,Taylor Walker,26/10/1982,M,F,20000,0,Clerical,1,0,3274 Corrinne Court,,1 (11) 500 555-0184,17/07/2019,17/07/2024
21757,623,Elijah Wang,12/09/1963,M,M,80000,0,Management,1,2,7614 Inez Ave,,922-555-0134,26/07/2019,26/07/2024
21825,140,Randy Zhou,19/11/1975,M,M,110000,4,Professional,1,4,Krönerweg 9796,,1 (11) 500 555-0156,01/07/2019,01/07/2024
21832,188,Pedro Gill,27/04/1964,M,M,80000,0,Management,1,2,"8482, rue des Grands Champs",,1 (11) 500 555-0198,18/07/2019,18/07/2024
21837,131,Megan Alexander,24/07/1965,M,F,80000,0,Professional,0,2,Auf dem Ufer 224,,1 (11) 500 555-0110,07/07/2019,07/07/2024
21901,542,Elizabeth Taylor,24/05/1984,M,F,90000,5,Professional,1,3,2680 Corte Del Sol,,439-555-0176,05/07/2019,05/07/2024
21925,49,Tabitha Dominguez,02/08/1980,S,F,40000,0,Professional,0,1,8108 Abbey Court,,286-555-0119,04/07/2019,04/07/2024
21935,644,Victoria Simmons,28/07/1979,M,F,60000,3,Professional,0,0,845 Olive Ave,,992-555-0163,05/07/2019,05/07/2024
21954,31,Yolanda Andersen,24/05/1987,S,F,70000,5,Professional,1,3,2368 Olivera Rd,,1 (11) 500 555-0163,03/07/2019,03/07/2024
21991,37,Teresa Gill,14/07/1985,M,F,80000,5,Professional,0,4,5139 The Trees Dr,,1 (11) 500 555-0164,25/07/2019,25/07/2024
22057,648,Kyle Ross,13/02/1999,S,M,40000,0,Skilled Manual,1,2,313 Park Highlands,,102-555-0176,14/07/2019,14/07/2024
22063,7,Joanna Suarez,02/10/1965,M,F,10000,1,Clerical,1,2,4906 Vine Hill Way,,1 (11) 500 555-0193,18/07/2019,18/07/2024
22105,335,Taylor Cooper,23/03/1980,M,F,120000,4,Professional,1,2,8291 Crossbow Way,,780-555-0156,04/07/2019,04/07/2024
22149,31,Gregory Shen,15/09/1967,M,M,20000,0,Skilled Manual,1,2,9995 All Ways Drive,,1 (11) 500 555-0135,02/07/2019,02/07/2024
22187,539,Hannah Russell,24/06/1994,S,F,50000,0,Skilled Manual,1,2,6318 Merriewood Dr.,,718-555-0129,04/07/2019,04/07/2024
22217,59,Dylan Powell,18/12/1977,M,M,70000,0,Skilled Manual,0,2,8236 Almond Avenue,,540-555-0189,20/07/2019,20/07/2024
22263,623,Patrick Blue,27/05/1986,M,M,60000,3,Skilled Manual,1,0,8939 Monzeneda Way,,688-555-0112,25/07/2019,25/07/2024
22277,632,Arianna Torres,25/07/1985,S,F,40000,0,Professional,0,1,4046 Maywood Lane,,714-555-0177,28/07/2019,28/07/2024
22305,248,Anne Carlson,21/11/1992,S,F,20000,0,Manual,0,2,1097 Kulani Lane,,1 (11) 500 555-0143,08/07/2019,08/07/2024
22331,307,Michele Yuan,20/09/1949,M,F,20000,0,Clerical,0,2,8074 Oakmead,,598-555-0156,18/07/2019,18/07/2024
22341,542,Tristan Washington,16/11/1973,M,M,20000,0,Manual,0,2,5159 Amanda Circle,,194-555-0163,30/07/2019,30/07/2024
22356,325,Charles Ward,26/02/1977,M,M,30000,0,Skilled Manual,1,2,4779 Scenic Dr.,,460-555-0140,29/07/2019,29/07/2024
22357,316,Justin Lal,20/01/1977,M,M,30000,0,Skilled Manual,1,2,4169 Deercreek Ln,,173-555-0176,17/07/2019,17/07/2024
22382,250,Bethany Xu,26/11/1982,S,F,20000,0,Clerical,1,0,539 Rolling Green Circle,,1 (11) 500 555-0114,12/07/2019,12/07/2024
22389,121,Edwin Luo,15/09/1977,M,M,20000,0,Clerical,1,0,Waldstr 992,,1 (11) 500 555-0192,15/07/2019,15/07/2024
22394,222,Meagan Suri,06/06/1957,S,F,20000,0,Clerical,0,0,"2, rue Villedo",,1 (11) 500 555-0187,28/07/2019,28/07/2024
22482,131,Cassidy Jenkins,16/09/1985,S,F,10000,3,Manual,1,2,Zeiter Weg 9963,,1 (11) 500 555-0189,11/07/2019,11/07/2024
22493,170,Dwayne Sanz,21/01/1984,S,M,20000,3,Manual,1,0,Kappellweg 675,,1 (11) 500 555-0132,27/07/2019,27/07/2024
22514,160,Marvin Johnsen,03/09/1997,S,M,20000,0,Manual,1,1,Buergermeister-ulrich-str 75,,1 (11) 500 555-0129,17/07/2019,17/07/2024
22521,131,Christina Rivera,18/09/1982,S,F,30000,0,Clerical,1,1,Lieblingsweg 345,,1 (11) 500 555-0172,05/07/2019,05/07/2024
22538,224,Bianca Wang,10/01/1993,S,F,10000,0,Manual,1,2,3230 Hamilton Ave,,1 (11) 500 555-0173,27/07/2019,27/07/2024
22548,358,Angela Brooks,02/10/1991,M,F,70000,0,Skilled Manual,1,0,1821 Mt. Hood Circle,,142-555-0138,05/07/2019,05/07/2024
22624,189,Sandra Wu,18/10/1971,M,F,10000,0,Manual,0,2,"70, place de la République",,1 (11) 500 555-0167,05/07/2019,05/07/2024
22660,155,Monica Lopez,16/07/1984,S,F,20000,2,Manual,0,2,Postfach 11 05 00,,1 (11) 500 555-0183,16/07/2019,16/07/2024
22682,226,Willie Luo,26/11/1983,S,M,30000,2,Clerical,0,2,"76, rue de Berri",,1 (11) 500 555-0143,20/07/2019,20/07/2024
22703,211,Melvin Raji,08/07/1996,S,M,20000,0,Manual,0,1,"211, quai de Grenelle",,1 (11) 500 555-0117,10/07/2019,10/07/2024
22706,132,Andy Ruth,26/04/1996,S,F,30000,0,Clerical,1,1,Kurfürstenstr 5444,,856-555-0100,19/07/2019,19/07/2024
22757,339,Savannah Peterson,04/05/1967,M,F,70000,1,Professional,1,1,4393 Rossmor Parkway,,256-555-0121,19/07/2019,19/07/2024
22771,69,Mason King,27/11/1970,M,M,40000,1,Skilled Manual,0,2,3220 Liscome Way,,337-555-0159,11/07/2019,11/07/2024
22779,299,Lance Ruiz,12/12/1971,M,M,60000,1,Professional,1,2,8609 Eagle Ct,,674-555-0195,17/07/2019,17/07/2024
22781,352,Hunter Powell,22/06/1971,M,M,70000,2,Professional,1,1,6601 Browse Ct,,516-555-0191,10/07/2019,10/07/2024
22802,118,Ann Van,24/03/1975,S,F,120000,4,Professional,1,4,Erftplatz 727,,1 (11) 500 555-0117,24/07/2019,24/07/2024
22807,254,Cindy Garcia,09/04/1964,M,F,130000,4,Management,1,4,1775 Chocolate Court,,1 (11) 500 555-0178,15/07/2019,15/07/2024
22809,166,Martin Sara,15/06/1965,M,M,80000,0,Professional,1,2,Winter der Böck 8559,,1 (11) 500 555-0189,02/07/2019,02/07/2024
22820,190,Alex Nelson,13/11/1974,M,M,100000,4,Professional,1,3,"54, route de Marseille",,1 (11) 500 555-0161,28/07/2019,28/07/2024
22858,8,Deborah Tang,16/08/1992,M,F,130000,5,Management,1,4,6049 Flora Ave,,1 (11) 500 555-0146,19/07/2019,19/07/2024
22969,55,Taylor Martin,27/09/1995,S,F,40000,0,Skilled Manual,0,2,1040 Greenbush Drive,,918-555-0185,11/07/2019,11/07/2024
22978,17,Devon Jai,26/10/1958,M,M,40000,0,Management,1,2,1299 Band Court,,1 (11) 500 555-0173,03/07/2019,03/07/2024
23000,542,Victoria Henderson,12/06/1987,M,F,110000,1,Management,1,1,6358 Parkview Court,,848-555-0182,16/07/2019,16/07/2024
23020,623,Hannah Jones,22/04/1983,M,F,90000,0,Professional,1,1,282 Iowa Drive,,418-555-0133,07/07/2019,07/07/2024
23037,637,Lucas Wood,21/06/1975,S,M,80000,0,Skilled Manual,1,2,6654 Folson Drive,,826-555-0195,24/07/2019,24/07/2024
23093,359,Nathan Parker,07/03/1997,M,M,70000,0,Skilled Manual,1,2,6270 Pinecreek Way,,313-555-0165,09/07/2019,09/07/2024
23124,536,Cameron Wang,15/01/1993,S,M,80000,0,Management,0,1,6730 Green Leaf Drive,,602-555-0169,16/07/2019,16/07/2024
23182,316,Savannah Rivera,26/08/1986,M,F,60000,0,Professional,0,0,5689 Greenwood Place,,804-555-0112,12/07/2019,12/07/2024
23243,548,Jasmine Rogers,20/10/1950,M,F,40000,0,Skilled Manual,1,1,6441 Roberta Avenue,,226-555-0120,07/07/2019,07/07/2024
23273,642,Benjamin Long,06/06/1977,M,M,30000,0,Skilled Manual,1,2,1185 Laguna St,,255-555-0162,30/07/2019,30/07/2024
23285,611,Latoya Luo,05/09/1978,S,F,80000,0,Skilled Manual,0,0,1276 Carlisle Way,,835-555-0145,20/07/2019,20/07/2024
23290,49,Angelica Bennett,06/05/1979,M,F,60000,0,Skilled Manual,1,0,5578 Burning Barn Dr,,868-555-0191,14/07/2019,14/07/2024
23291,545,Timothy Evans,20/12/1979,M,M,60000,0,Skilled Manual,1,0,323 Choctaw Court,,639-555-0117,25/07/2019,25/07/2024
23350,43,Natalie Thomas,20/10/1993,S,F,80000,0,Management,1,1,6568 Damascus Loop,,401-555-0159,06/07/2019,06/07/2024
23361,301,Chloe Lopez,18/07/1978,S,F,130000,1,Management,0,4,8654 Lindell Dr.,,776-555-0191,19/07/2019,19/07/2024
23363,70,David Russell,17/11/1977,M,M,70000,0,Skilled Manual,1,2,7628 Beech Ct,,883-555-0177,09/07/2019,09/07/2024
23381,607,Bianca Hu,11/07/1981,M,F,40000,3,Skilled Manual,1,3,2928 Antone Court,,609-555-0188,31/07/2019,31/07/2024
23447,119,Jermaine Weber,14/04/1994,S,M,30000,0,Clerical,0,1,Knaackstr 442,,1 (11) 500 555-0178,10/07/2019,10/07/2024
23461,536,Rachael Smith,23/10/1985,M,F,90000,5,Professional,1,3,3494 Jamie Way,,360-555-0110,10/07/2019,10/07/2024
23467,633,Nicole Bennett,06/03/1984,S,F,90000,0,Professional,0,1,6441 Via Santa Fe,,164-555-0145,21/07/2019,21/07/2024
23485,53,Isabella Lee,09/02/1982,M,F,80000,4,Professional,1,2,1015 Lynwood Drive,,522-555-0110,02/07/2019,02/07/2024
23530,4,Ivan Prasad,06/02/1986,S,M,100000,0,Professional,0,1,8587 Glenside Ct.,,1 (11) 500 555-0142,08/07/2019,08/07/2024
23590,331,Austin Brown,10/01/1987,S,M,120000,0,Management,0,3,684 Marsh Creek Rd.,,849-555-0178,08/07/2019,08/07/2024
23610,221,Cory Perez,23/10/1964,M,M,70000,1,Professional,1,2,"4, rue Saint-Lazare",,1 (11) 500 555-0180,24/07/2019,24/07/2024
23631,179,Colin Wang,05/03/1969,S,M,80000,1,Management,0,3,"663, rue de Longchamp",,1 (11) 500 555-0182,22/07/2019,22/07/2024
23642,17,Anne Gutierrez,18/07/1995,M,F,70000,0,Professional,0,3,3376 Bynum Way,,1 (11) 500 555-0194,21/07/2019,21/07/2024
23684,326,Jasmine Rodriguez,04/01/1962,S,F,50000,0,Management,1,2,2803 E. Cypress Rd.,,147-555-0187,26/07/2019,26/07/2024
23702,312,Eduardo James,04/08/1966,M,M,40000,0,Professional,1,3,9781 Bermad Dr.,,836-555-0168,25/07/2019,25/07/2024
23719,63,Marcus James,27/02/1969,M,M,40000,1,Skilled Manual,1,2,1318 Ramer Ct.,,149-555-0163,16/07/2019,16/07/2024
23767,269,Arianna Bennett,26/07/1991,S,F,10000,0,Manual,0,2,3228 Pembroke Dr,,1 (11) 500 555-0151,20/07/2019,20/07/2024
23768,267,Joshua Garcia,27/07/1991,S,M,10000,0,Manual,1,2,9943 Stonehedge Dr.,,1 (11) 500 555-0187,04/07/2019,04/07/2024
23913,207,Riley Cooper,12/05/1985,S,F,20000,2,Manual,1,2,"611bis, rue des Peupliers",,1 (11) 500 555-0174,02/07/2019,02/07/2024
23931,186,Reginald Ruiz,02/06/1983,M,M,30000,2,Clerical,1,2,"408, rue Montcalm",,1 (11) 500 555-0186,25/07/2019,25/07/2024
23934,180,Bonnie Andersen,16/04/1998,S,F,20000,0,Manual,0,1,"27, rue de la Comédie",,1 (11) 500 555-0118,28/07/2019,28/07/2024
23978,268,Philip Ortega,13/09/1977,M,M,10000,0,Manual,0,0,5684 Fitzuren,,1 (11) 500 555-0155,08/07/2019,08/07/2024
24042,160,Zachary White,27/09/1988,M,M,10000,2,Manual,1,1,Conesweg 72,,1 (11) 500 555-0167,08/07/2019,08/07/2024
24097,140,Francisco Fernandez,02/05/1954,M,M,30000,0,Skilled Manual,1,1,Postfach 98 01 09,,1 (11) 500 555-0149,03/07/2019,03/07/2024
24118,217,Donna Chande,16/03/1997,M,F,30000,0,Clerical,0,1,"34, rue Lauriston",,1 (11) 500 555-0167,28/07/2019,28/07/2024
24124,222,Erik Vazquez,04/05/1996,S,M,20000,0,Manual,0,1,"10, route de Marseille",,1 (11) 500 555-0118,01/07/2019,01/07/2024
