ck,gk,name,bdate,ms,gender,income,childrenhome,occ,hof,nco,addr1,addr2,phone,datefirstpuchase,datelastpurchase
16034,146,Pamela Suri,1982-12-11,M,F,10000,0,Manual,1,0,Platz des Landtags 22,,1 (11) 500 555-0194,28/05/2019 00:00,28/05/2024
16047,175,Taylor Johnson,1977-07-09,M,F,10000,0,Manual,1,0,Brunnenstr 64,,1 (11) 500 555-0135,31/05/2019 00:00,31/05/2024
16117,609,Brad Lal,1982-11-02,M,M,40000,3,Skilled Manual,1,2,4255 Willow Pass Dr,,463-555-0111,24/05/2019 00:00,24/05/2024
16120,314,Bryce Ramirez,1981-04-14,M,M,40000,3,Skilled Manual,1,3,387 Glenside Court,,765-555-0164,02/05/2019 00:00,02/05/2024
16121,53,Kaitlyn Ross,1981-05-04,M,F,40000,2,Skilled Manual,0,2,8391 Olivera,,683-555-0152,26/05/2019 00:00,26/05/2024
16123,50,Natalie Patterson,1981-07-08,M,F,40000,2,Skilled Manual,1,2,2777 Spring Hill Drive,,858-555-0113,08/05/2019 00:00,08/05/2024
16124,59,Eduardo Murphy,1981-11-03,M,M,40000,2,Skilled Manual,1,2,3032 Smoking Tree Court,,595-555-0145,21/05/2019 00:00,21/05/2024
16129,547,Jordyn Russell,1980-10-11,S,F,40000,2,Skilled Manual,1,2,7682 Palm Avenue,,171-555-0187,15/05/2019 00:00,15/05/2024
16131,301,Albert Romero,1980-05-14,S,M,40000,0,Professional,0,1,45 Linton Terr.,,444-555-0178,08/05/2019 00:00,08/05/2024
16135,536,Chelsea Raman,1987-07-01,S,F,50000,0,Skilled Manual,0,1,9 Serrana Ct.,,773-555-0130,07/05/2019 00:00,07/05/2024
16136,611,George Srini,1987-06-04,S,M,50000,0,Skilled Manual,0,1,6214 Piedra Dr.,,241-555-0183,30/05/2019 00:00,30/05/2024
16137,631,Timothy King,1987-03-15,S,M,50000,0,Skilled Manual,1,1,3774 Napa Court,,939-555-0124,12/05/2019 00:00,12/05/2024
16138,315,David Butler,1987-02-09,S,M,60000,0,Professional,0,1,620 Trasher Road,,236-555-0154,08/05/2019 00:00,08/05/2024
16139,383,Jacqueline Alexander,1980-08-25,M,F,60000,0,Skilled Manual,1,1,3181 Hacienda,,443-555-0198,12/05/2019 00:00,12/05/2024
16141,369,Shelby Ramirez,1980-11-01,M,F,60000,0,Skilled Manual,1,1,2236 Buena Vista Ave,,942-555-0151,02/05/2019 00:00,02/05/2024
16142,642,Sophia King,1979-01-11,S,F,60000,3,Professional,1,0,2837 Thissen Court,,249-555-0119,09/05/2019 00:00,09/05/2024
16150,331,Nicole Thompson,1978-02-13,M,F,60000,0,Professional,1,1,6907 Mepham Dr.,,820-555-0169,14/05/2019 00:00,14/05/2024
16151,648,Chloe Sanchez,1978-01-03,M,F,60000,0,Professional,1,1,4786 Salvio St.,,782-555-0126,04/05/2019 00:00,04/05/2024
16188,255,Teresa Torres,2000-04-05,S,F,20000,0,Manual,0,2,1724 The Trees Drive,,1 (11) 500 555-0117,31/05/2019 00:00,10/07/2024
16264,271,Jennifer Howard,1948-04-22,M,F,10000,0,Manual,0,2,6915 Golden Leaf Way,,1 (11) 500 555-0162,21/05/2019 00:00,27/05/2024
16280,170,Glenn Ma,1983-08-19,S,M,10000,2,Manual,1,2,Lützowplatz 5752,,1 (11) 500 555-0151,07/05/2019 00:00,07/05/2024
16312,217,Bethany Beck,1998-01-20,S,F,30000,3,Clerical,1,2,"11, avenue du Président-Kennedy",,1 (11) 500 555-0155,25/05/2019 00:00,25/05/2024
16337,316,Jose White,1997-07-06,M,M,60000,0,Skilled Manual,0,2,8371 Shenandoah Drive,,123-555-0138,29/05/2019 00:00,29/05/2024
16342,33,Gregory Jai,1971-04-09,M,M,30000,0,Skilled Manual,0,2,3445 Fine Drive,,1 (11) 500 555-0142,29/05/2019 00:00,02/07/2024
16365,59,Jenna Young,1975-07-19,M,F,40000,0,Clerical,1,1,24 Jennifer Way,,296-555-0190,19/05/2019 00:00,19/05/2024
16366,49,Isabelle Henderson,1975-07-09,M,F,40000,0,Clerical,1,1,5799 Abbey Court,,112-555-0156,14/05/2019 00:00,14/05/2024
16376,609,Maria Wright,1977-12-07,M,F,40000,0,Clerical,1,1,1416 Melody Drive,,160-555-0196,05/05/2019 00:00,05/05/2024
16419,118,Lacey Simpson,1983-06-23,M,F,20000,3,Manual,0,1,Auf Der Steige 2999,,1 (11) 500 555-0183,01/05/2019 00:00,01/05/2024
16421,219,Natasha Diaz,1983-10-10,S,F,20000,3,Manual,1,1,"2, rue de Maubeuge",,1 (11) 500 555-0116,02/05/2019 00:00,02/05/2024
16472,196,Olivia Robinson,1994-03-14,S,F,20000,0,Manual,0,2,"32, rue Lafayette",,1 (11) 500 555-0130,04/05/2019 00:00,04/05/2024
16492,19,Theodore Sanz,1972-03-24,M,M,40000,0,Clerical,0,2,4682 Birch Bark Rd.,,1 (11) 500 555-0186,02/05/2019 00:00,25/07/2024
16578,127,Stefanie Weber,1966-12-05,S,F,100000,3,Management,1,4,Auf der Krone 4553,,1 (11) 500 555-0146,08/05/2019 00:00,08/05/2024
16642,648,Mason Mitchell,1961-11-07,S,M,130000,3,Management,0,4,1983 Cliffside Drive,,857-555-0122,29/05/2019 00:00,29/05/2024
16646,59,Xavier Collins,1962-10-25,M,M,100000,3,Management,1,3,3002 Carmel Drive,,815-555-0139,05/05/2019 00:00,25/06/2024
16650,546,Kaitlyn Green,1963-09-03,M,F,120000,4,Management,1,3,2656 Stafford Ave.,,370-555-0176,09/05/2019 00:00,09/05/2024
16651,618,Abigail Martinez,1963-09-26,M,F,120000,4,Management,1,3,8020 Charlotte Ave.,,925-555-0112,26/05/2019 00:00,26/05/2024
16669,623,Benjamin Martinez,1994-03-24,S,M,60000,0,Professional,1,2,6665 Homestead Ave.,,546-555-0169,05/05/2019 00:00,05/05/2024
16718,315,Gavin Stone,1995-07-26,S,M,40000,0,Skilled Manual,1,1,4668 East Avenue,,651-555-0192,21/05/2019 00:00,21/05/2024
16722,633,Sean Gray,2000-06-27,S,M,30000,0,Skilled Manual,1,2,5694 C Del Rio Circle,,977-555-0178,31/05/2019 00:00,31/05/2024
16724,345,Gabriel Yang,2000-05-16,S,M,30000,0,Skilled Manual,0,2,9324 Youngsdale Drive,,595-555-0135,05/05/2019 00:00,05/05/2024
16766,300,Summer Arun,1993-08-04,S,F,50000,0,Skilled Manual,1,0,3770 Viewpoint Ct,,185-555-0119,07/05/2019 00:00,07/05/2024
16783,642,Grace Barnes,1966-12-07,M,F,60000,0,Management,1,3,213 Valencia Place,,464-555-0157,25/05/2019 00:00,25/05/2024
16787,298,Nicole Jackson,1966-04-26,S,F,70000,1,Management,1,1,3836 Mt. Davidson Court,,660-555-0192,28/05/2019 00:00,28/05/2024
16795,299,Regina Garcia,1967-05-04,M,F,70000,1,Management,1,1,4393 Rossmor Parkway,,397-555-0174,27/05/2019 00:00,27/05/2024
16813,334,Carson Diaz,1971-04-14,M,M,60000,1,Professional,1,2,5050 Mt. Diablo St.,,925-555-0122,27/05/2019 00:00,27/05/2024
16825,155,Susan Zeng,1977-08-04,M,F,120000,4,Professional,1,4,Helsenbergbogen 6,,1 (11) 500 555-0172,20/05/2019 00:00,20/05/2024
16891,343,Natalie Gonzales,1974-11-09,M,F,70000,1,Professional,1,0,6155 Wilbur Drive,,177-555-0155,30/05/2019 00:00,30/05/2024
16903,368,Ian Wright,1958-08-02,S,M,110000,4,Management,1,0,4113 Pershing Dr,,502-555-0164,15/05/2019 00:00,15/05/2024
16912,631,Dalton Patterson,1960-03-07,M,M,90000,0,Management,0,2,6670 Brook St.,,164-555-0118,29/05/2019 00:00,29/05/2024
16914,633,Alexandra Campbell,1988-10-24,M,F,100000,0,Management,1,3,6939 Hilltop Dr.,,353-555-0139,31/05/2019 00:00,31/05/2024
16915,644,Mason Phillips,1988-09-06,M,M,100000,0,Management,1,3,5279 Glenwood Dr.,,124-555-0175,31/05/2019 00:00,31/05/2024
16916,557,Cheryl Dominguez,1988-06-23,S,F,110000,1,Management,0,2,5313 Haynes Court,,271-555-0119,16/05/2019 00:00,16/05/2024
16961,310,Faith Perry,1991-06-16,M,F,70000,0,Professional,1,0,2290 Mt. Hood Circle,,224-555-0119,02/05/2019 00:00,02/05/2024
16967,546,Noah Hernandez,1990-02-15,S,M,70000,0,Professional,1,0,3648 Hedaro Court,,180-555-0137,13/05/2019 00:00,13/05/2024
16968,359,Ian Griffin,1990-02-15,S,M,80000,0,Professional,1,0,6522 Panoramic Dr.,,849-555-0119,21/05/2019 00:00,21/05/2024
16969,369,Jackson Turner,1990-09-02,M,M,80000,0,Professional,1,0,4246 Falls Ct.,,618-555-0131,20/05/2019 00:00,20/05/2024
16979,336,Kaitlyn Rogers,1986-08-03,S,F,70000,0,Professional,1,0,7826 W. Hookston Road,,597-555-0139,16/05/2019 00:00,16/05/2024
16981,542,Hunter Simmons,1989-07-16,M,M,70000,0,Professional,1,0,3397 C Olivera Rd,,898-555-0192,20/05/2019 00:00,20/05/2024
16983,385,Gabriel Collins,1989-03-05,M,M,80000,0,Professional,1,0,1040 Northridge Road,,562-555-0115,26/05/2019 00:00,26/05/2024
16989,616,Emma Richardson,1985-09-20,S,F,80000,3,Skilled Manual,1,2,3499 Parkway Drive,,849-555-0148,29/05/2019 00:00,29/05/2024
17000,307,Miranda Henderson,1983-07-03,S,F,70000,2,Skilled Manual,1,2,39 Mt. Etna Drive,,796-555-0155,15/05/2019 00:00,15/05/2024
17001,638,Ashley Moore,1983-09-02,S,F,70000,2,Skilled Manual,0,2,7675 Marcia Drive,,947-555-0143,10/05/2019 00:00,10/05/2024
17002,546,Dylan Martin,1983-12-15,S,M,70000,2,Professional,1,2,9444 Warmcastle Ct.,,489-555-0118,21/05/2019 00:00,21/05/2024
17003,299,Joanna Dominguez,1983-10-28,S,F,70000,2,Professional,0,2,757 Ptarmigan Drive,,625-555-0168,01/05/2019 00:00,01/05/2024
17004,300,Krista Torres,1983-05-08,S,F,70000,2,Professional,1,2,2603 Brenda Circle,,494-555-0118,04/05/2019 00:00,04/05/2024
17005,307,Priscilla Anand,1983-01-19,S,F,70000,2,Professional,1,2,8623 Merry Circle,,861-555-0153,24/05/2019 00:00,24/05/2024
17006,553,Hunter Williams,1983-02-07,M,M,70000,2,Professional,1,2,4908 Chickpea Ct.,,457-555-0119,25/05/2019 00:00,25/05/2024
17007,314,Samuel Hayes,1988-06-21,S,M,70000,0,Professional,0,1,2446 Farm Bureau Rd,,673-555-0152,14/05/2019 00:00,14/05/2024
17008,343,Connor Turner,1988-04-28,S,M,70000,0,Professional,0,1,401 Jomar,,691-555-0182,18/05/2019 00:00,18/05/2024
17009,343,Wyatt Butler,1988-10-26,S,M,70000,0,Professional,1,1,2066 Napa Court,,361-555-0116,11/05/2019 00:00,11/05/2024
17010,361,Brianna James,1988-04-27,S,F,70000,0,Professional,1,1,1880 Birchwood,,564-555-0115,18/05/2019 00:00,18/05/2024
17013,548,Gabriella Mitchell,1982-03-09,S,F,70000,0,Professional,0,1,7459 Rolando Avenue,,150-555-0182,21/05/2019 00:00,21/05/2024
17017,633,Jeremiah Jones,1982-05-04,M,M,70000,0,Skilled Manual,1,1,6938 Hilltop Dr,,789-555-0110,31/05/2019 00:00,31/05/2024
17038,312,Ernest Wang,1979-02-07,S,M,80000,0,Professional,1,0,673 Hawes St.,# 119 A,212-555-0184,05/05/2019 00:00,05/05/2024
17117,310,Lydia Prasad,1994-05-27,M,F,40000,3,Clerical,0,2,6812 Sands Circle,# 163,261-555-0151,12/05/2019 00:00,12/05/2024
17133,627,Lucas Kelly,1966-11-15,S,M,70000,0,Management,1,3,3539 Harris Circle,,112-555-0153,05/05/2019 00:00,05/05/2024
17134,609,Tabitha Mehta,1966-11-23,S,F,70000,0,Management,0,4,2609 Amarillo,,447-555-0117,16/05/2019 00:00,16/05/2024
17135,553,Richard Edwards,1966-10-12,S,M,70000,0,Management,1,4,8814 Fieldbrook Pl,,736-555-0187,23/05/2019 00:00,23/05/2024
17136,536,Glenn Ye,1966-08-27,S,M,70000,0,Management,1,4,661 Cardinal Dr,,599-555-0144,09/05/2019 00:00,09/05/2024
17139,358,Jade Rivera,1967-05-26,S,F,70000,1,Professional,1,1,8725 San Benito Drive,,942-555-0154,10/05/2019 00:00,10/05/2024
17140,634,Sean Peterson,1967-05-09,M,M,70000,1,Professional,1,1,216 Smoking Tree Court,,732-555-0124,20/05/2019 00:00,20/05/2024
17141,548,Makayla Rogers,1967-05-11,S,F,70000,1,Professional,1,1,5610 Easley Drive,,112-555-0173,31/05/2019 00:00,31/05/2024
17145,311,Sarah Bennett,1968-04-15,S,F,60000,1,Professional,1,2,9474 Rose Street,,996-555-0117,16/05/2019 00:00,16/05/2024
17146,325,Juan Cook,1968-02-13,S,M,60000,1,Management,1,0,8055 Corrinne Court,,297-555-0123,08/05/2019 00:00,08/05/2024
17156,347,Hailey Gonzales,1969-08-15,S,F,70000,1,Professional,1,2,5004 Mazatlan,,162-555-0192,09/05/2019 00:00,09/05/2024
17157,385,Wyatt Johnson,1969-12-17,M,M,70000,1,Professional,1,2,5297 Algiers Drive,,582-555-0166,01/05/2019 00:00,01/05/2024
17160,611,Louis Andersen,1970-01-04,M,M,60000,1,Professional,1,2,1061 Delta Fair Blvd.,,735-555-0182,15/05/2019 00:00,15/05/2024
17164,302,Ryan Clark,1970-04-08,M,M,60000,1,Professional,1,1,156 Ulfinian Way,,502-555-0183,18/05/2019 00:00,18/05/2024
17171,372,Katherine Clark,1971-11-27,S,F,70000,2,Professional,1,2,1700 C Street,,436-555-0189,06/05/2019 00:00,06/05/2024
17173,299,David Bryant,1972-11-23,S,M,70000,1,Skilled Manual,1,2,6347 Brookview Drive,,313-555-0193,15/05/2019 00:00,15/05/2024
17176,312,Isaac Ward,1972-05-12,S,M,70000,1,Skilled Manual,1,3,8380 Toyon Dr.,,272-555-0189,08/05/2019 00:00,08/05/2024
17180,618,Timothy Rogers,1973-12-19,M,M,70000,3,Professional,1,1,3184 Roskelley Dr.,,458-555-0158,13/05/2019 00:00,13/05/2024
17212,190,Jacqueline Coleman,1972-06-17,S,F,80000,1,Professional,1,2,"811bis, rue des Peupliers",,1 (11) 500 555-0182,30/05/2019 00:00,30/05/2024
17264,632,Ian Smith,1979-03-23,S,M,70000,0,Professional,1,1,9713 Pome Court,,723-555-0183,24/05/2019 00:00,24/05/2024
17267,348,Abigail Stewart,1978-04-21,M,F,80000,0,Skilled Manual,1,1,7772 Golden Meadow,,110-555-0153,12/05/2019 00:00,12/05/2024
17268,612,Alyssa Hughes,1978-10-02,M,F,80000,0,Skilled Manual,1,1,5854 Onley Dr,,975-555-0124,21/05/2019 00:00,21/05/2024
17311,36,Kimberly Reed,1986-11-03,S,F,100000,0,Professional,0,1,8138 Golf Club Road,,1 (11) 500 555-0164,26/05/2019 00:00,21/07/2024
17314,19,Lisa Guo,1986-04-19,S,F,110000,0,Management,0,3,7464 Mozden Lane,,1 (11) 500 555-0133,16/05/2019 00:00,15/06/2024
17316,5,Marvin Serrano,1980-11-14,M,M,60000,0,Skilled Manual,1,1,4216 Seaview Ave.,,1 (11) 500 555-0185,07/05/2019 00:00,31/05/2024
17340,536,Joy Hernandez,2000-02-03,S,F,30000,0,Skilled Manual,1,2,6332 N. Thompson Rd,,483-555-0113,13/05/2019 00:00,13/05/2024
17362,631,Miguel Collins,1992-02-01,M,M,80000,0,Management,1,1,7 Olive St,,827-555-0134,27/05/2019 00:00,27/05/2024
17363,329,Benjamin Harris,1988-10-09,M,M,80000,0,Management,1,1,6878 D Mt. Hood Circle,,280-555-0153,18/05/2019 00:00,18/05/2024
17364,334,Ian Perry,1988-02-11,M,M,80000,0,Management,0,1,7434 Weaver Lane,,328-555-0115,21/05/2019 00:00,21/05/2024
17365,623,Thomas Patterson,1988-06-23,M,M,80000,0,Management,0,1,7587 Providence Dr,,115-555-0113,15/05/2019 00:00,15/05/2024
17393,299,Jordan Sharma,1984-10-20,S,M,110000,2,Management,1,4,5522 Deer Ridge Way,,627-555-0144,18/05/2019 00:00,18/05/2024
17398,348,Kaylee Lopez,1984-05-24,S,F,150000,0,Management,0,3,410 Wallace Dr.,,500-555-0167,05/05/2019 00:00,05/05/2024
17399,352,Ian Sanchez,1984-05-26,M,M,150000,0,Management,1,3,311 Oeffler Ln.,,373-555-0145,03/05/2019 00:00,03/05/2024
17401,548,Noah Wright,1976-09-02,M,M,80000,0,Professional,0,2,5955 Waterview Place,,792-555-0113,29/05/2019 00:00,29/05/2024
17412,548,Kaylee Carter,1983-11-02,M,F,90000,0,Professional,0,2,7749 Dakota Lane,,464-555-0161,16/05/2019 00:00,16/05/2024
17413,642,Hailey Ramirez,1983-01-18,S,F,90000,0,Professional,0,2,2049 Benedict Court,# 11,422-555-0111,16/05/2019 00:00,16/05/2024
17414,644,Nicholas Garcia,1983-07-24,M,M,90000,0,Professional,0,2,3708 Montana,,129-555-0114,12/05/2019 00:00,12/05/2024
17415,299,Dawn Beck,1983-04-20,M,F,100000,2,Professional,1,2,783 Walter Way,,118-555-0116,01/05/2019 00:00,01/05/2024
17416,299,Raymond Suri,1983-05-18,M,M,100000,2,Professional,1,2,8245 Pinehurst Court,,585-555-0180,01/05/2019 00:00,01/05/2024
17417,300,Lee Munoz,1983-10-16,M,M,100000,2,Professional,1,2,7594 Clearland Circle,,137-555-0193,26/05/2019 00:00,26/05/2024
17420,359,Thomas Hughes,1983-11-05,M,M,150000,0,Management,1,4,792 Myrtle Drive,,580-555-0116,25/05/2019 00:00,25/05/2024
17421,372,Katherine Henderson,1983-05-02,M,F,150000,1,Management,1,3,8 Sunnybrook Drive,,120-555-0165,25/05/2019 00:00,25/05/2024
17423,627,Arianna Alexander,1982-06-20,S,F,100000,2,Professional,1,3,8914 Fraga Court,,140-555-0167,16/05/2019 00:00,16/05/2024
17424,546,Spencer Long,1982-11-12,M,M,100000,2,Professional,1,3,4700 Bancroft Rd.,,411-555-0176,20/05/2019 00:00,20/05/2024
17425,548,Austin Washington,1982-02-25,M,M,100000,2,Professional,1,3,8689 St. George Court,,805-555-0170,16/05/2019 00:00,16/05/2024
17427,325,Adam Russell,1982-09-18,M,M,120000,3,Professional,1,4,2062 Woodruff Lane,,809-555-0150,27/05/2019 00:00,27/05/2024
17433,648,Cameron Lee,1981-11-10,M,M,100000,2,Professional,1,4,5062 Hazel Drive,,589-555-0156,15/05/2019 00:00,15/05/2024
17439,634,Jasmine Butler,1975-02-19,M,F,80000,2,Professional,0,1,5972 El Pintado Road,,737-555-0178,01/05/2019 00:00,01/05/2024
17441,325,Natalie Turner,1974-11-12,S,F,80000,0,Skilled Manual,1,2,3955 Anchor Avenue,,460-555-0119,19/05/2019 00:00,19/05/2024
17446,300,Pamela Rana,1955-08-14,M,F,70000,0,Management,1,2,7521 Mount Aire Parkway,,596-555-0166,31/05/2019 00:00,31/05/2024
17450,51,Samuel Coleman,1980-10-14,M,M,80000,4,Professional,1,3,1164 Glenview Drive,,955-555-0170,28/05/2019 00:00,22/07/2024
17452,611,Mitchell Nath,1980-06-09,M,M,90000,3,Professional,1,3,3333 Maureen Circle,,414-555-0190,26/05/2019 00:00,26/05/2024
17453,543,Hailey Reed,1980-07-25,S,F,90000,3,Professional,1,3,8601 Oakgrove Rd.,,105-555-0170,28/05/2019 00:00,28/05/2024
17458,369,Jason Collins,1974-07-05,S,M,70000,1,Professional,1,0,8649 Cornwall Court,,201-555-0169,12/05/2019 00:00,12/05/2024
17460,331,Megan Murphy,1974-12-20,M,F,70000,1,Professional,1,1,4566 La Jolla,,511-555-0125,09/05/2019 00:00,09/05/2024
17461,618,Sara Allen,1974-11-27,M,F,70000,1,Professional,1,1,4649 Peachwillow,,368-555-0156,12/05/2019 00:00,12/05/2024
17462,339,Jesse Rogers,1973-02-22,M,M,70000,0,Management,1,2,4812 Kipling Court,,941-555-0161,16/05/2019 00:00,16/05/2024
17469,299,Ian Perez,1957-07-06,M,M,60000,0,Management,0,2,1301 Stanbridge Ct,,101-555-0113,08/05/2019 00:00,08/05/2024
17470,298,Jaime Carlson,1957-11-26,M,F,70000,0,Management,0,2,1742 Shakespeare Drive,,113-555-0188,18/05/2019 00:00,18/05/2024
17474,374,Jose King,1960-11-24,S,M,70000,0,Management,1,2,6852 Elderwood Drive,,400-555-0181,09/05/2019 00:00,09/05/2024
17475,322,Jackson Green,1960-04-05,M,M,70000,0,Management,1,2,4764 East Avenue,,990-555-0190,26/05/2019 00:00,26/05/2024
17490,329,Grace Moore,1997-09-08,S,F,60000,0,Skilled Manual,0,2,4380 Chestnut,,600-555-0112,08/05/2019 00:00,08/05/2024
17491,54,Kyle Hall,1996-07-20,S,M,60000,0,Skilled Manual,1,2,2891 Sanford St.,,330-555-0113,02/05/2019 00:00,04/07/2024
17499,383,Marcus Campbell,2000-05-23,S,M,100000,0,Management,1,3,8819 Camino Norte,,911-555-0178,09/05/2019 00:00,09/05/2024
17508,361,Caroline Bennett,1993-07-08,S,F,70000,0,Professional,0,2,329 Poplar Street,,609-555-0115,25/05/2019 00:00,25/05/2024
17517,322,Daniel Williams,1993-02-15,S,M,80000,0,Management,1,1,6671 Del Rey St.,,998-555-0153,26/05/2019 00:00,26/05/2024
17524,374,Lucas Washington,1986-11-06,S,M,160000,0,Management,0,3,4345 Azoras Circle,,631-555-0156,24/05/2019 00:00,24/05/2024
17527,547,Anna Cook,1977-09-26,S,F,60000,0,Professional,1,2,213 Stonewood Drive,,753-555-0138,01/05/2019 00:00,01/05/2024
17528,536,Whitney Kapoor,1977-07-04,M,F,70000,1,Professional,1,0,9245 Dantley Way,,243-555-0153,10/05/2019 00:00,10/05/2024
17535,609,Colleen Guo,1985-10-24,S,F,90000,5,Professional,1,3,3994 Reva Drive,,651-555-0146,09/05/2019 00:00,09/05/2024
17536,316,Benjamin Robinson,1985-08-22,S,M,120000,2,Management,0,4,9615 Pacheco Street,,157-555-0146,27/05/2019 00:00,27/05/2024
17537,374,Courtney Mitchell,1985-08-27,S,F,160000,0,Management,0,4,7032 Stanford St.,,181-555-0136,20/05/2019 00:00,20/05/2024
17542,301,Bridget Rai,1982-02-26,S,F,70000,0,Professional,0,1,1911 Pinecrest Dr.,,908-555-0137,17/05/2019 00:00,17/05/2024
17543,302,Meredith Martin,1982-08-15,S,F,70000,0,Professional,0,1,6868 West,,395-555-0159,08/05/2019 00:00,08/05/2024
17544,616,Eduardo Rogers,1982-06-12,M,M,70000,0,Skilled Manual,1,1,2716 Olivera Rd.,,683-555-0123,08/05/2019 00:00,08/05/2024
17545,616,Wyatt Ross,1982-07-26,M,M,70000,0,Skilled Manual,0,1,9796 Virgil St.,,198-555-0136,20/05/2019 00:00,20/05/2024
17546,337,Melanie James,1982-06-03,M,F,70000,0,Skilled Manual,1,1,7595 York Dr,,416-555-0152,05/05/2019 00:00,05/05/2024
17552,315,Julia Howard,1962-08-27,M,F,70000,0,Management,1,2,6529 Buena Vista,,187-555-0121,17/05/2019 00:00,17/05/2024
17553,536,Summer Sanchez,1962-09-25,M,F,70000,0,Management,1,2,5545 Green Road,,692-555-0112,25/05/2019 00:00,25/05/2024
17555,311,William Smith,1963-01-13,M,M,70000,0,Management,1,2,2126 Silver Oak Pl.,,774-555-0186,01/05/2019 00:00,01/05/2024
17563,337,Jeremiah King,1992-09-10,S,M,70000,0,Professional,1,0,2741 Orangewood Dr.,,698-555-0158,22/05/2019 00:00,22/05/2024
17580,338,Noah White,1991-10-14,M,M,70000,0,Professional,1,0,9422 Rolando Avenue,,399-555-0187,20/05/2019 00:00,20/05/2024
17581,355,Jack Henderson,1991-08-11,M,M,70000,0,Professional,1,0,4921 St. Geemain Lane,,280-555-0163,07/05/2019 00:00,07/05/2024
17582,312,Katherine Wilson,1988-08-19,S,F,70000,2,Skilled Manual,0,0,6440 Pacheco,,265-555-0110,20/05/2019 00:00,20/05/2024
17587,611,Curtis Liang,1990-05-26,M,M,60000,0,Professional,1,0,4281 Meaham Drive,,261-555-0184,07/05/2019 00:00,07/05/2024
17588,616,Gavin Bennett,1990-05-13,M,M,60000,0,Professional,1,0,7827 Mt. Hood Circle,,473-555-0127,14/05/2019 00:00,14/05/2024
17591,299,Spencer Hughes,1990-03-04,M,M,70000,0,Professional,1,0,3072 Gumwood Dr.,,279-555-0138,30/05/2019 00:00,30/05/2024
17592,307,Bryan Sanders,1990-09-27,M,M,70000,0,Professional,1,0,6494 Green Valley Rd.,,517-555-0157,26/05/2019 00:00,26/05/2024
17593,314,Richard Butler,1990-08-23,M,M,70000,0,Professional,1,0,4056 Marina Vill Pkwy.,,491-555-0118,07/05/2019 00:00,07/05/2024
17594,334,Michelle Cook,1990-11-07,M,F,70000,0,Professional,1,0,1897 Northridge Road,,236-555-0189,30/05/2019 00:00,30/05/2024
17595,60,Benjamin Garcia,1987-04-07,M,M,50000,2,Skilled Manual,1,1,8333 Polk Street,,830-555-0119,18/05/2019 00:00,18/05/2024
17604,623,Noah Robinson,1989-09-16,S,M,70000,0,Professional,1,0,7754 Lafayette Street,,495-555-0145,02/05/2019 00:00,02/05/2024
17612,635,Courtney Parker,1985-04-24,S,F,80000,3,Skilled Manual,1,2,1944 Serene Court,,266-555-0176,27/05/2019 00:00,27/05/2024
17623,368,Austin Robinson,1988-03-18,S,M,70000,0,Professional,0,1,4772 Catalpa Court,,523-555-0127,08/05/2019 00:00,08/05/2024
17624,326,Samantha Alexander,1983-02-21,S,F,70000,0,Professional,0,1,1687 Chaparral Court,,678-555-0176,07/05/2019 00:00,07/05/2024
17643,201,Wesley Cai,1991-10-15,S,M,20000,0,Manual,1,2,"44, rue du Départ",,1 (11) 500 555-0187,10/05/2019 00:00,10/05/2024
17650,234,Jessica Sanders,1990-11-05,S,F,40000,2,Clerical,1,2,1826 Village Road,,1 (11) 500 555-0120,12/05/2019 00:00,12/05/2024
17654,70,Caroline Alexander,1995-11-03,S,F,40000,3,Clerical,1,1,934 St. Paul Way,,916-555-0160,19/05/2019 00:00,19/05/2024
17655,54,Angela Sánchez,1994-05-02,S,F,40000,3,Clerical,1,1,4325 Polson Court,,889-555-0193,27/05/2019 00:00,27/05/2024
17656,63,Carol Martinez,1994-02-26,S,F,30000,0,Skilled Manual,1,0,8869 Bellwood Court,,606-555-0131,23/05/2019 00:00,23/05/2024
17665,546,Zachary Jenkins,1975-04-16,M,M,30000,0,Clerical,0,2,8922 Big Canyon Road,,560-555-0168,06/05/2019 00:00,06/05/2024
17684,298,Leslie Gomez,1978-07-05,S,F,80000,0,Skilled Manual,1,0,6896 Liana Lane,,167-555-0127,20/05/2019 00:00,20/05/2024
17691,62,Alexandria Bradley,1993-04-24,S,F,50000,0,Skilled Manual,1,0,8920 Sand Point Road,,595-555-0125,12/05/2019 00:00,12/05/2024
17708,239,Timothy Sneath,1981-06-17,M,M,20000,0,Clerical,1,0,3001 Hanson Lane,,385-555-0100,16/05/2019 00:00,22/07/2024
17801,225,Shannon He,1985-05-18,S,F,20000,2,Manual,1,1,"276, chaussée de Tournai",,1 (11) 500 555-0172,26/05/2019 00:00,26/05/2024
17817,159,Felicia Gutierrez,1954-05-16,M,F,30000,0,Skilled Manual,1,1,Waldstr 76,,1 (11) 500 555-0131,24/05/2019 00:00,24/05/2024
17826,187,Paige Morgan,1996-06-02,S,F,10000,0,Manual,1,2,"2, impasse Notre-Dame",,1 (11) 500 555-0115,31/05/2019 00:00,31/05/2024
17858,59,Dalton Barnes,1981-11-13,M,M,40000,2,Skilled Manual,1,2,8887 Entrada Circle,,219-555-0162,22/05/2019 00:00,22/05/2024
17861,49,Melanie Blue,1980-08-27,S,F,40000,2,Skilled Manual,1,2,6850 Monument Blvd.,,221-555-0110,26/05/2019 00:00,26/05/2024
